sector,desc
Motor Vehicle Metal Stamping," This industry comprises establishments primarily engaged in manufacturing motor vehicle stampings, such as  fenders, tops, body parts, trim, and molding.  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Cross-References. Establishments primarily engaged in--  Manufacturing stampings and further processing the stampings--are classified according to the process of  the specific product made; and  Manufacturing stampings (except motor vehicle)--are classified in U.S. Industry 332119, Metal Crown,  Closure, and Other Metal Stamping (except Automotive). "
Other Motor Vehicle Parts Manufacturing," This industry comprises establishments primarily engaged in manufacturing and/or rebuilding motor vehicle parts  and accessories (except motor vehicle gasoline engines and engine parts, motor vehicle electrical and electronic  equipment, motor vehicle steering and suspension components, motor vehicle brake systems, motor vehicle  transmissions and power train parts, motor vehicle seating and interior trim, and motor vehicle stampings).  Illustrative Examples:  Air bag assemblies manufacturing Compressors, motor vehicle air-conditioning,  Air-conditioners, motor vehicle, manufacturing manufacturing  Air filters, automotive, truck, and bus, manufacturing Mufflers and resonators, motor vehicle,  Radiators and cores manufacturing manufacturing  Catalytic converters, engine exhaust, automotive, Wheels (i.e., rims), automotive, truck, and bus,  truck, and bus, manufacturing manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing motor vehicle gasoline engines and engine parts--are classified in Industry 336310, Motor  Vehicle Gasoline Engine and Engine Parts Manufacturing;  Manufacturing motor vehicle electrical and electronic equipment--are classified in Industry 336320, Motor  Vehicle Electrical and Electronic Equipment Manufacturing;  Manufacturing motor vehicle steering and suspension components--are classified in Industry 336330,  Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing;  Manufacturing motor vehicle brake systems--are classified in Industry 336340, Motor Vehicle Brake  System Manufacturing;  Manufacturing motor vehicle transmissions and power train parts--are classified in Industry 336350, Motor  Vehicle Transmission and Power Train Parts Manufacturing;  Manufacturing motor vehicle seating and interior trim--are classified in Industry 336360, Motor Vehicle  Seating and Interior Trim Manufacturing;  Manufacturing motor vehicle stampings--are classified in Industry 336370, Motor Vehicle Metal Stamping;  Manufacturing air-conditioning systems and compressors (except motor vehicle air-conditioning systems)-- are classified in U.S. Industry 333415, Air-Conditioning and Warm Air Heating Equipment and  Commercial and Industrial Refrigeration Equipment Manufacturing; and  Manufacturing motor vehicle electronic audio and video equipment, including car stereos--are classified in  Industry 334310, Audio and Video Equipment Manufacturing. "
Other Motor Vehicle Parts Manufacturing," This industry comprises establishments primarily engaged in manufacturing and/or rebuilding motor vehicle parts  and accessories (except motor vehicle gasoline engines and engine parts, motor vehicle electrical and electronic  equipment, motor vehicle steering and suspension components, motor vehicle brake systems, motor vehicle  transmissions and power train parts, motor vehicle seating and interior trim, and motor vehicle stampings).  Illustrative Examples:  Air bag assemblies manufacturing Compressors, motor vehicle air-conditioning,  Air-conditioners, motor vehicle, manufacturing manufacturing  Air filters, automotive, truck, and bus, manufacturing Mufflers and resonators, motor vehicle,  Radiators and cores manufacturing manufacturing  Catalytic converters, engine exhaust, automotive, Wheels (i.e., rims), automotive, truck, and bus,  truck, and bus, manufacturing manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing motor vehicle gasoline engines and engine parts--are classified in Industry 336310, Motor  Vehicle Gasoline Engine and Engine Parts Manufacturing;  Manufacturing motor vehicle electrical and electronic equipment--are classified in Industry 336320, Motor  Vehicle Electrical and Electronic Equipment Manufacturing;  Manufacturing motor vehicle steering and suspension components--are classified in Industry 336330,  Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing;  Manufacturing motor vehicle brake systems--are classified in Industry 336340, Motor Vehicle Brake  System Manufacturing;  Manufacturing motor vehicle transmissions and power train parts--are classified in Industry 336350, Motor  Vehicle Transmission and Power Train Parts Manufacturing;  Manufacturing motor vehicle seating and interior trim--are classified in Industry 336360, Motor Vehicle  Seating and Interior Trim Manufacturing;  Manufacturing motor vehicle stampings--are classified in Industry 336370, Motor Vehicle Metal Stamping;  Manufacturing air-conditioning systems and compressors (except motor vehicle air-conditioning systems)-- are classified in U.S. Industry 333415, Air-Conditioning and Warm Air Heating Equipment and  Commercial and Industrial Refrigeration Equipment Manufacturing; and  Manufacturing motor vehicle electronic audio and video equipment, including car stereos--are classified in  Industry 334310, Audio and Video Equipment Manufacturing. "
Aerospace Product and Parts Manufacturing," This U.S. industry comprises establishments primarily engaged in (1) manufacturing metal cutting machine tools  (except handtools) and/or (2) manufacturing metal forming machine tools (except handtools), such as punching,  sheering, bending, forming, pressing, forging and die-casting machines.  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Illustrative Examples:  Bending and forming machines, metalworking, Home workshop metal cutting machine tools (except  manufacturing handtools, welding equipment) manufacturing  Buffing and polishing machines, metalworking, Metalworking lathes manufacturing  manufacturing Milling machines, metalworking, manufacturing  Drilling machines, metalworking, manufacturing Stamping machines, metalworking, manufacturing  Grinding machines, metalworking, manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing welding and soldering equipment--are classified in U.S. Industry 333992, Welding and  Soldering Equipment Manufacturing;  Manufacturing power-driven handtools--are classified in U.S. Industry 333991, Power-Driven Handtool  Manufacturing;  Manufacturing rolling mill machinery and equipment--are classified in U.S. Industry 333519, Rolling Mill  and Other Metalworking Machinery Manufacturing; and  Manufacturing accessories and attachments for metal cutting and forming machine tools (except saw  blades)--are classified in U.S. Industry 333515, Cutting Tool and Machine Tool Accessory Manufacturing.  333519 Rolling Mill and Other Metalworking Machinery Manufacturing   This U.S. industry comprises establishments primarily engaged in manufacturing rolling mill machinery and  equipment and/or other metalworking machinery (except industrial molds; special dies and tools, die sets, jigs, and  fixtures; cutting tools and machine tool accessories; and machine tools).  Illustrative Examples:  Assembly machines (i.e., wire making equipment) Rolling mill roll machines, metalworking,  manufacturing manufacturing  Cradle assembly machinery (i.e., wire making Wire drawing and fabricating machinery and  equipment) manufacturing equipment (except dies) manufacturing  Metalworking coil winding and cutting machinery  manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing industrial molds--are classified in U.S. Industry 333511, Industrial Mold Manufacturing;  Manufacturing metal cutting and metal forming machine tools--are classified in U.S. Industry 333517,  Machine Tool Manufacturing;  Manufacturing special dies and tools, die sets, jigs, and fixtures--are classified in U.S. Industry 333514,  Special Die and Tool, Die Set, Jig, and Fixture Manufacturing; and  Manufacturing accessories and attachments for metal cutting and forming machine tools (except saw  blades)--are classified in U.S. Industry 333515, Cutting Tool and Machine Tool Accessory Manufacturing.  3336 Engine, Turbine, and Power Transmission Equipment Manufacturing 33361 Engine, Turbine, and Power Transmission Equipment Manufacturing  This industry comprises establishments primarily engaged in manufacturing turbines, power transmission  equipment, and internal combustion engines (except automotive gasoline and aircraft).  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Illustrative Examples:  Clutches and brakes (except electromagnetic Plain bushings (except internal combustion engine)  industrial controls, motor vehicle) manufacturing manufacturing  Diesel and semidiesel engines manufacturing Speed changers (i.e., power transmission equipment)  Electric outboard motors manufacturing manufacturing  Internal combustion engines for hybrid drive systems Speed reducers (i.e., power transmission equipment)  (except automotive) manufacturing manufacturing  Plain bearings (except internal combustion engine) Turbine generator set units manufacturing  manufacturing Universal joints (except aircraft, motor vehicle)  Power transmission pulleys manufacturing manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing motor vehicle power transmission equipment--are classified in Industry 33635, Motor  Vehicle Transmission and Power Train Parts Manufacturing;  Manufacturing aircraft engines and aircraft power transmission equipment--are classified in Industry "
Aerospace Product and Parts Manufacturing," This U.S. industry comprises establishments primarily engaged in (1) manufacturing metal cutting machine tools  (except handtools) and/or (2) manufacturing metal forming machine tools (except handtools), such as punching,  sheering, bending, forming, pressing, forging and die-casting machines.  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Illustrative Examples:  Bending and forming machines, metalworking, Home workshop metal cutting machine tools (except  manufacturing handtools, welding equipment) manufacturing  Buffing and polishing machines, metalworking, Metalworking lathes manufacturing  manufacturing Milling machines, metalworking, manufacturing  Drilling machines, metalworking, manufacturing Stamping machines, metalworking, manufacturing  Grinding machines, metalworking, manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing welding and soldering equipment--are classified in U.S. Industry 333992, Welding and  Soldering Equipment Manufacturing;  Manufacturing power-driven handtools--are classified in U.S. Industry 333991, Power-Driven Handtool  Manufacturing;  Manufacturing rolling mill machinery and equipment--are classified in U.S. Industry 333519, Rolling Mill  and Other Metalworking Machinery Manufacturing; and  Manufacturing accessories and attachments for metal cutting and forming machine tools (except saw  blades)--are classified in U.S. Industry 333515, Cutting Tool and Machine Tool Accessory Manufacturing.  333519 Rolling Mill and Other Metalworking Machinery Manufacturing   This U.S. industry comprises establishments primarily engaged in manufacturing rolling mill machinery and  equipment and/or other metalworking machinery (except industrial molds; special dies and tools, die sets, jigs, and  fixtures; cutting tools and machine tool accessories; and machine tools).  Illustrative Examples:  Assembly machines (i.e., wire making equipment) Rolling mill roll machines, metalworking,  manufacturing manufacturing  Cradle assembly machinery (i.e., wire making Wire drawing and fabricating machinery and  equipment) manufacturing equipment (except dies) manufacturing  Metalworking coil winding and cutting machinery  manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing industrial molds--are classified in U.S. Industry 333511, Industrial Mold Manufacturing;  Manufacturing metal cutting and metal forming machine tools--are classified in U.S. Industry 333517,  Machine Tool Manufacturing;  Manufacturing special dies and tools, die sets, jigs, and fixtures--are classified in U.S. Industry 333514,  Special Die and Tool, Die Set, Jig, and Fixture Manufacturing; and  Manufacturing accessories and attachments for metal cutting and forming machine tools (except saw  blades)--are classified in U.S. Industry 333515, Cutting Tool and Machine Tool Accessory Manufacturing.  3336 Engine, Turbine, and Power Transmission Equipment Manufacturing 33361 Engine, Turbine, and Power Transmission Equipment Manufacturing  This industry comprises establishments primarily engaged in manufacturing turbines, power transmission  equipment, and internal combustion engines (except automotive gasoline and aircraft).  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Illustrative Examples:  Clutches and brakes (except electromagnetic Plain bushings (except internal combustion engine)  industrial controls, motor vehicle) manufacturing manufacturing  Diesel and semidiesel engines manufacturing Speed changers (i.e., power transmission equipment)  Electric outboard motors manufacturing manufacturing  Internal combustion engines for hybrid drive systems Speed reducers (i.e., power transmission equipment)  (except automotive) manufacturing manufacturing  Plain bearings (except internal combustion engine) Turbine generator set units manufacturing  manufacturing Universal joints (except aircraft, motor vehicle)  Power transmission pulleys manufacturing manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing motor vehicle power transmission equipment--are classified in Industry 33635, Motor  Vehicle Transmission and Power Train Parts Manufacturing;  Manufacturing aircraft engines and aircraft power transmission equipment--are classified in Industry "
Aircraft Manufacturing," This U.S. industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing  or assembling complete aircraft; (2) developing and making aircraft prototypes; (3) aircraft conversion (i.e., major  modifications to systems); and (4) complete aircraft overhaul and rebuilding (i.e., periodic restoration of aircraft to  original design specifications).  Cross-References.  Establishments primarily engaged in manufacturing guided missiles and space vehicles are classified in  U.S. Industry 336414, Guided Missile and Space Vehicle Manufacturing;  Establishments primarily engaged in manufacturing flight simulators are classified in Industry 333310,  Commercial and Service Industry Machinery Manufacturing;  Establishments primarily engaged in the repair of aircraft (except overhauling, conversion, and rebuilding)  are classified in Industry 488190, Other Support Activities for Air Transportation; and  Research and development establishments primarily engaged in aircraft R&D (except prototype  production) are classified in U.S. Industry 541715, Research and Development in the Physical,  Engineering, and Life Sciences (except Nanotechnology and Biotechnology). "
Aircraft Engine and Engine Parts Manufacturing," This U.S. industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing  aircraft engines and engine parts; (2) developing and making prototypes of aircraft engines and engine parts; (3)  aircraft propulsion system conversion (i.e., major modifications to systems); and (4) aircraft propulsion systems  overhaul and rebuilding (i.e., periodic restoration of aircraft propulsion system to original design specifications).  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Cross-References.  Establishments primarily engaged in manufacturing guided missile and space vehicle propulsion units and  parts are classified in U.S. Industry 336415, Guided Missile and Space Vehicle Propulsion Unit and  Propulsion Unit Parts Manufacturing;  Establishments primarily engaged in manufacturing aircraft intake and exhaust valves and pistons and  aircraft internal combustion engine filters are classified in Industry 336310, Motor Vehicle Gasoline  Engine and Engine Parts Manufacturing;  Establishments primarily engaged in the repair of aircraft engines (except overhauling, conversion, and  rebuilding) are classified in Industry 488190, Other Support Activities for Air Transportation;  Research and development establishments primarily engaged in aircraft engine and engine parts R&D  (except prototype production) are classified in U.S. Industry 541715, Research and Development in the  Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology); and  Establishments primarily engaged in manufacturing aeronautical instruments are classified in U.S. Industry  334511, Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument  Manufacturing.  336413 Other Aircraft Parts and Auxiliary Equipment Manufacturing   This U.S. industry comprises establishments primarily engaged in (1) manufacturing aircraft parts or auxiliary  equipment (except engines and aircraft fluid power subassemblies) and/or (2) developing and making prototypes of  aircraft parts and auxiliary equipment. Auxiliary equipment includes such items as crop dusting apparatus,  armament racks, inflight refueling equipment, and external fuel tanks.  Cross-References.  Establishments primarily engaged in manufacturing aircraft engines and engine parts are classified in U.S.  Industry 336412, Aircraft Engine and Engine Parts Manufacturing;  Establishments primarily engaged in manufacturing aeronautical instruments are classified in U.S. Industry  334511, Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument  Manufacturing;  Establishments primarily engaged in manufacturing aircraft lighting fixtures and aircraft engine electrical  (aeronautical electrical) equipment are classified in Industry 336320, Motor Vehicle Electrical and  Electronic Equipment Manufacturing;  Establishments primarily engaged in manufacturing guided missile and space vehicle parts and auxiliary  equipment are classified in U.S. Industry 336419, Other Guided Missile and Space Vehicle Parts and  Auxiliary Equipment Manufacturing;  Establishments primarily engaged in manufacturing aircraft fluid power subassemblies are classified in  U.S. Industry 332912, Fluid Power Valve and Hose Fitting Manufacturing;  Establishments primarily engaged in manufacturing aircraft seating are classified in Industry 336360,  Motor Vehicle Seating and Interior Trim Manufacturing; and  Research and development establishments primarily engaged in aircraft parts and auxiliary equipment  R&D (except prototype production) are classified in U.S. Industry 541715, Research and Development in  the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology). "
Guided Missile and Space Vehicle Manufacturing," This U.S. industry comprises establishments primarily engaged in (1) manufacturing complete guided missiles and  space vehicles and/or (2) developing and making prototypes of guided missiles or space vehicles.  Cross-References.  Establishments primarily engaged in manufacturing space satellites are classified in Industry 334220, Radio  and Television Broadcasting and Wireless Communications Equipment Manufacturing; and  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Research and development establishments primarily engaged in guided missile and space vehicle R&D  (except prototype production) are classified in U.S. Industry 541715, Research and Development in the  Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology).  336415 Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing   This U.S. industry comprises establishments primarily engaged in (1) manufacturing guided missile and/or space  vehicle propulsion units and propulsion unit parts and/or (2) developing and making prototypes of guided missile  and space vehicle propulsion units and propulsion unit parts.  Cross-References.   Research and development establishments primarily engaged in guided missile and space propulsion unit and  propulsion unit parts R&D (except prototype production) are classified in U.S. Industry 541715, Research and  Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology).  336419 Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing   This U.S. industry comprises establishments primarily engaged in (1) manufacturing guided missile and space  vehicle parts and auxiliary equipment (except guided missile and space vehicle propulsion units and propulsion unit  parts) and/or (2) developing and making prototypes of guided missile and space vehicle parts and auxiliary  equipment.  Cross-References.  Establishments primarily engaged in manufacturing navigational and guidance systems are classified in  U.S. Industry 334511, Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and  Instrument Manufacturing;  Establishments primarily engaged in manufacturing guided missile and space vehicle propulsion units and  propulsion unit parts are classified in U.S. Industry 336415, Guided Missile and Space Vehicle Propulsion  Unit and Propulsion Unit Parts Manufacturing; and  Research and development establishments primarily engaged in guided missile and space vehicle parts and  auxiliary equipment R&D (except prototype production) are classified in U.S. Industry 541715, Research  and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and  Biotechnology). "
Railroad Rolling Stock Manufacturing," This industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing  and/or rebuilding locomotives, locomotive frames, and parts; (2) manufacturing railroad, street, and rapid transit  cars and car equipment for operation on rails for freight and passenger service; and (3) manufacturing rail layers,  ballast distributors, rail tamping equipment, and other railway track maintenance equipment.  Cross-References.  Establishments primarily engaged in manufacturing mining rail cars are classified in U.S. Industry 333131,  Mining Machinery and Equipment Manufacturing;  Establishments primarily engaged in manufacturing locomotive fuel lubricating or cooling medium pumps  are classified in U.S. Industry 333914, Measuring, Dispensing, and Other Pumping Equipment  Manufacturing;  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Repair establishments of railroad and local transit companies primarily engaged in repairing railroad and  transit cars are classified in Industry 488210, Support Activities for Rail Transportation; and  Establishments not owned by railroad or local transit companies engaged in repairing railroad cars and  locomotive engines are classified in Industry 811310, Commercial and Industrial Machinery and  Equipment (except Automotive and Electronic) Repair and Maintenance. "
Railroad Rolling Stock Manufacturing," This industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing  and/or rebuilding locomotives, locomotive frames, and parts; (2) manufacturing railroad, street, and rapid transit  cars and car equipment for operation on rails for freight and passenger service; and (3) manufacturing rail layers,  ballast distributors, rail tamping equipment, and other railway track maintenance equipment.  Cross-References.  Establishments primarily engaged in manufacturing mining rail cars are classified in U.S. Industry 333131,  Mining Machinery and Equipment Manufacturing;  Establishments primarily engaged in manufacturing locomotive fuel lubricating or cooling medium pumps  are classified in U.S. Industry 333914, Measuring, Dispensing, and Other Pumping Equipment  Manufacturing;  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Repair establishments of railroad and local transit companies primarily engaged in repairing railroad and  transit cars are classified in Industry 488210, Support Activities for Rail Transportation; and  Establishments not owned by railroad or local transit companies engaged in repairing railroad cars and  locomotive engines are classified in Industry 811310, Commercial and Industrial Machinery and  Equipment (except Automotive and Electronic) Repair and Maintenance. "
Railroad Rolling Stock Manufacturing," This industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing  and/or rebuilding locomotives, locomotive frames, and parts; (2) manufacturing railroad, street, and rapid transit  cars and car equipment for operation on rails for freight and passenger service; and (3) manufacturing rail layers,  ballast distributors, rail tamping equipment, and other railway track maintenance equipment.  Cross-References.  Establishments primarily engaged in manufacturing mining rail cars are classified in U.S. Industry 333131,  Mining Machinery and Equipment Manufacturing;  Establishments primarily engaged in manufacturing locomotive fuel lubricating or cooling medium pumps  are classified in U.S. Industry 333914, Measuring, Dispensing, and Other Pumping Equipment  Manufacturing;  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Repair establishments of railroad and local transit companies primarily engaged in repairing railroad and  transit cars are classified in Industry 488210, Support Activities for Rail Transportation; and  Establishments not owned by railroad or local transit companies engaged in repairing railroad cars and  locomotive engines are classified in Industry 811310, Commercial and Industrial Machinery and  Equipment (except Automotive and Electronic) Repair and Maintenance. "
Ship and Boat Building," This industry comprises establishments primarily engaged in operating shipyards or boat yards (i.e., ship or boat  manufacturing facilities). Shipyards are fixed facilities with drydocks and fabrication equipment capable of building  a ship, defined as watercraft typically suitable or intended for other than personal or recreational use. Boats are  defined as watercraft typically suitable or intended for personal use. Activities of shipyards include the construction  of ships, their repair, conversion and alteration, production of prefabricated ship and barge sections, and specialized  services, such as ship scaling.  Illustrative Examples:  Barge building Inflatable plastic boats, heavy-duty, manufacturing  Boat yards (i.e., boat manufacturing facilities) Inflatable rubber boats, heavy-duty, manufacturing  Cargo ship building Rigid inflatable boats (RIBs) manufacturing  Drilling and production platforms, floating, oil and Boats (e.g., motorboats, rowboats, canoes, kayaks)  gas, building manufacturing Passenger ship building  Cross-References. Establishments primarily engaged in--  Manufacturing inflatable rubber swimming pool rafts and similar flotation devices--are classified in  Industry 32629, Other Rubber Product Manufacturing;  Manufacturing inflatable plastic swimming pool rafts and similar flotation devices--are classified in  Industry 32619, Other Plastics Product Manufacturing;  Fabricating structural assemblies or components for ships, or subcontractors engaged in ship painting,  joinery, carpentry work, and electrical wiring installation--are classified based on the production process  used; and  Ship repairs performed in floating drydocks--are classified in Industry 48839, Other Support Activities for  Water Transportation. "
Ship and Boat Building," This industry comprises establishments primarily engaged in operating shipyards or boat yards (i.e., ship or boat  manufacturing facilities). Shipyards are fixed facilities with drydocks and fabrication equipment capable of building  a ship, defined as watercraft typically suitable or intended for other than personal or recreational use. Boats are  defined as watercraft typically suitable or intended for personal use. Activities of shipyards include the construction  of ships, their repair, conversion and alteration, production of prefabricated ship and barge sections, and specialized  services, such as ship scaling.  Illustrative Examples:  Barge building Inflatable plastic boats, heavy-duty, manufacturing  Boat yards (i.e., boat manufacturing facilities) Inflatable rubber boats, heavy-duty, manufacturing  Cargo ship building Rigid inflatable boats (RIBs) manufacturing  Drilling and production platforms, floating, oil and Boats (e.g., motorboats, rowboats, canoes, kayaks)  gas, building manufacturing Passenger ship building  Cross-References. Establishments primarily engaged in--  Manufacturing inflatable rubber swimming pool rafts and similar flotation devices--are classified in  Industry 32629, Other Rubber Product Manufacturing;  Manufacturing inflatable plastic swimming pool rafts and similar flotation devices--are classified in  Industry 32619, Other Plastics Product Manufacturing;  Fabricating structural assemblies or components for ships, or subcontractors engaged in ship painting,  joinery, carpentry work, and electrical wiring installation--are classified based on the production process  used; and  Ship repairs performed in floating drydocks--are classified in Industry 48839, Other Support Activities for  Water Transportation. "
Ship Building and Repairing,"This U.S. industry comprises establishments primarily engaged in operating shipyards. Shipyards are fixed facilities with drydocks and fabrication equipment capable of building a ship, defined as watercraft typically suitable or intended for other than personal or recreational use. Activities of shipyards include the construction of ships, their repair, conversion and alteration, the production of prefabricated ship and barge sections, and specialized services, such as ship scaling."
Boat Building,"This industry comprises establishments primarily engaged in operating shipyards or boat yards (i.e., ship or boat manufacturing facilities). Shipyards are fixed facilities with drydocks and fabrication equipment capable of building a ship, defined as watercraft typically suitable or intended for other than personal or recreational use. Boats are defined as watercraft typically suitable or intended for personal use. Activities of shipyards include the construction of ships, their repair, conversion and alteration, production of prefabricated ship and barge sections, and specialized services, such as ship scaling."
Other Transportation Equipment Manufacturing," This U.S. industry comprises establishments primarily engaged in building boats. Boats are defined as watercraft  not built in shipyards and typically of the type suitable or intended for personal use. Included in this industry are  establishments that manufacture heavy-duty inflatable rubber or inflatable plastic boats (RIBs).  Illustrative Examples:  Inflatable plastic boats, heavy-duty, manufacturing Rigid inflatable boats (RIBs) manufacturing  Inflatable rubber boats, heavy-duty, manufacturing Sailboat building, not done in shipyards  Boats (e.g., motorboats, rowboats, canoes, kayaks) Yacht building, not done in shipyards  manufacturing  Cross-References. Establishments primarily engaged in--  Ship building or ship repairs performed in a shipyard--are classified in U.S. Industry 336611, Ship Building  and Repairing;  Ship repairs performed in floating drydocks--are classified in Industry 488390, Other Support Activities for  Water Transportation;  Manufacturing inflatable rubber swimming pool rafts and similar flotation devices--are classified in U.S.  Industry 326299, All Other Rubber Product Manufacturing; and  Manufacturing inflatable plastic swimming pool rafts and similar flotation devices--are classified in U.S.  Industry 326199, All Other Plastics Product Manufacturing. "
Other Transportation Equipment Manufacturing," This U.S. industry comprises establishments primarily engaged in building boats. Boats are defined as watercraft  not built in shipyards and typically of the type suitable or intended for personal use. Included in this industry are  establishments that manufacture heavy-duty inflatable rubber or inflatable plastic boats (RIBs).  Illustrative Examples:  Inflatable plastic boats, heavy-duty, manufacturing Rigid inflatable boats (RIBs) manufacturing  Inflatable rubber boats, heavy-duty, manufacturing Sailboat building, not done in shipyards  Boats (e.g., motorboats, rowboats, canoes, kayaks) Yacht building, not done in shipyards  manufacturing  Cross-References. Establishments primarily engaged in--  Ship building or ship repairs performed in a shipyard--are classified in U.S. Industry 336611, Ship Building  and Repairing;  Ship repairs performed in floating drydocks--are classified in Industry 488390, Other Support Activities for  Water Transportation;  Manufacturing inflatable rubber swimming pool rafts and similar flotation devices--are classified in U.S.  Industry 326299, All Other Rubber Product Manufacturing; and  Manufacturing inflatable plastic swimming pool rafts and similar flotation devices--are classified in U.S.  Industry 326199, All Other Plastics Product Manufacturing. "
"Motorcycle, Bicycle, and Parts Manufacturing"," This U.S. industry comprises establishments primarily engaged in manufacturing motorcycles, bicycles, tricycles  and similar equipment, and parts.  Cross-References. Establishments primarily engaged in--  Manufacturing children's vehicles (except bicycles and metal tricycles)--are classified in Industry 339930,  Doll, Toy, and Game Manufacturing; and  Manufacturing powered golf carts and other similar motorized passenger carriers--are classified in U.S.  Industry 336999, All Other Transportation Equipment Manufacturing.  336992 Military Armored Vehicle, Tank, and Tank Component Manufacturing   This U.S. industry comprises establishments primarily engaged in manufacturing complete military armored  vehicles, combat tanks, specialized components for combat tanks, and self-propelled weapons.  Cross-References.   Establishments primarily engaged in manufacturing nonarmored military universal carriers are classified in  Industry 336110, Automobile and Light Duty Motor Vehicle. "
All Other Transportation Equipment Manufacturing," This U.S. industry comprises establishments primarily engaged in manufacturing transportation equipment (except  motor vehicles, motor vehicle parts, boats, ships, railroad rolling stock, aerospace products, motorcycles, bicycles,  armored vehicles, and tanks).  Illustrative Examples:  All-terrain vehicles (ATVs), wheeled or tracked, Golf carts and similar motorized passenger carriers  manufacturing manufacturing  Animal-drawn vehicles and parts manufacturing Race cars manufacturing  Gocarts (except children's) manufacturing Snowmobiles and parts manufacturing  Cross-References. Establishments primarily engaged in--  Manufacturing motorcycles, bicycles, and parts--are classified in U.S. Industry 336991, Motorcycle,  Bicycle, and Parts Manufacturing;  Manufacturing military armored vehicles, tanks, and tank components--are classified in U.S. Industry  336992, Military Armored Vehicle, Tank, and Tank Component Manufacturing;  Manufacturing ships and boats--are classified in Industry 33661, Ship and Boat Building;  Manufacturing aerospace products and parts--are classified in Industry 33641, Aerospace Product and Parts  Manufacturing;  Manufacturing motor vehicle parts--are classified in Industry Group 3363, Motor Vehicle Parts  Manufacturing;  Manufacturing railroad rolling stock--are classified in Industry 336510, Railroad Rolling Stock  Manufacturing;  Manufacturing motor vehicles--are classified in Industry Group 3361, Motor Vehicle Manufacturing; and  Manufacturing children's gocarts and other children's vehicles (except bicycles and metal tricycles)--are  classified in Industry 339930, Doll, Toy, and Game Manufacturing.  TÃÂÃÂ¢ÃÂÃÂÃÂÃÂ"
